-59,13386
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-10,51572
-56,0
-9,32051
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
21785,22718
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-9,29410
-56,0
-56,0
-56,0
-56,0
2652,49056
-56,0
-56,0
-56,0
-56,0
-56,0
19359,47676
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-9,31230
-56,0
-56,0
13474,52443
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
45072,48239
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-9,30025
-56,0
-56,0
4505,7446
-56,0
33190,7123
-56,0
-56,0
34251,12221
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-9,22852
-56,0
-56,0
40436,51787
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
46031,11684
-56,0
-56,0
-56,0
-56,0
-56,0
24143,20077
-56,0
-56,0
-56,0
-9,59207
24465,60395
-56,0
-56,0
-56,0
-56,0
-56,0
41429,36451
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
30180,2869
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-9,22479
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-9,6303
-56,0
-56,0
45004,34258
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
47420,51319
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-9,6116
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
49069,1730
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
28797,3705
21262,47250
-56,0
-9,53483
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
33175,42160
-56,0
-56,0
-56,0
-56,0
-9,62287
-56,0
-56,0
-56,0
-56,0
-56,0
3835,17535
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
3901,16334
-56,0
-56,0
27705,30400
-56,0
36242,18144
-56,0
-56,0
-9,14583
-56,0
25508,47440
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
5045,47592
7834,50734
-56,0
-56,0
-56,0
28324,2922
-56,0
-56,0
33992,33167
-56,0
-56,0
-9,61937
-56,0
-56,0
8831,4078
-56,0
36708,36911
-56,0
-56,0
-56,0
30265,40764
-56,0
26352,53688
-56,0
41811,9832
36495,20070
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
38452,60554
-56,0
-56,0
-9,62755
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
18526,61307
-56,0
-56,0
-56,0
-56,0
-56,0
-9,38560
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
33894,44200
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
28454,37885
-56,0
-56,0
-9,30377
-56,0
33447,6078
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
37869,60402
-56,0
21550,22427
28385,46662
-56,0
41168,38221
-56,0
-56,0
34103,65368
-56,0
-56,0
-56,0
-56,0
15252,20834
3522,54247
-56,0
-56,0
-9,36195
7637,48126
-56,0
-56,0
-56,0
24757,17930
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
12496,55890
-56,0
-56,0
-56,0
40236,27340
-56,0
-56,0
-56,0
26434,9646
-56,0
-9,31013
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
39305,43452
-56,0
-56,0
-56,0
-56,0
44477,1424
-56,0
9543,31927
36476,63692
-56,0
-56,0
43165,41965
-56,0
-56,0
-56,0
-56,0
-56,0
-9,54847
-56,0
41293,11262
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
37104,55113
-56,0
-56,0
-56,0
-56,0
-56,0
17577,505
41709,47512
-56,0
3642,4122
-56,0
-56,0
-56,0
-9,20658
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
34469,48575
-56,0
-56,0
-56,0
48478,3422
-56,0
-56,0
-56,0
45556,59380
-56,0
-56,0
-9,18467
-56,0
-56,0
-56,0
39225,9151
-56,0
-56,0
-56,0
-56,0
36904,10449
3732,27447
-56,0
-56,0
-56,0
12096,53801
-56,0
-56,0
-56,0
