-59,13386
-56,0
-56,0
13885,56645
-56,0
-56,0
16734,40462
-56,0
15168,4384
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-10,51572
-56,0
-9,32051
29686,50292
-56,0
-56,0
4498,40167
-56,0
38657,48880
-56,0
-56,0
37822,64395
-56,0
-56,0
25618,4905
21150,28215
-56,0
12526,687
-56,0
-56,0
-56,0
17384,12650
-56,0
45273,4707
-56,0
44080,35536
-56,0
10240,34806
-56,0
8437,20817
-56,0
-56,0
45964,31648
-56,0
-9,29410
-56,0
-56,0
15220,11730
-56,0
-56,0
-56,0
35930,50659
-56,0
-56,0
11234,33080
-56,0
8057,36351
-56,0
33921,226
38847,28891
-56,0
-56,0
-56,0
-56,0
3426,41882
-56,0
-56,0
4694,51110
-56,0
-56,0
-56,0
49711,47053
-56,0
-9,31230
-56,0
-56,0
-56,0
33013,19221
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
10526,14230
42378,57529
-56,0
-56,0
1533,19551
-56,0
-56,0
11610,50844
-56,0
37697,1399
-56,0
-56,0
-9,30025
-56,0
-56,0
40010,26301
-56,0
-56,0
16999,4513
-56,0
-56,0
-56,0
-56,0
-56,0
16112,32972
-56,0
-56,0
-56,0
-56,0
-56,0
11026,1503
1867,34545
-56,0
-56,0
10329,791
3025,4704
-56,0
19152,10722
4282,11856
-56,0
28246,38268
-56,0
31629,15370
-9,22852
-56,0
-56,0
-56,0
-56,0
37992,43597
-56,0
-56,0
43430,44086
-56,0
12494,33266
-56,0
-56,0
-56,0
-56,0
39308,23496
-56,0
-56,0
45072,44037
-56,0
-56,0
-56,0
35654,15480
-56,0
39972,30103
-56,0
-9,59207
-56,0
-56,0
-56,0
-56,0
-56,0
14410,57811
-56,0
-56,0
3657,2723
-56,0
43114,22097
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
4700,44814
-56,0
-56,0
19753,32307
-56,0
-56,0
21306,20732
-56,0
8914,31572
-56,0
48195,21092
-9,22479
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
37641,58896
-56,0
46265,13368
-56,0
-56,0
14481,60427
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
11064,28511
-56,0
-56,0
40334,15710
-56,0
-9,6303
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
27432,23990
31066,34557
-56,0
-56,0
-56,0
6011,48771
-56,0
-56,0
9045,8412
-56,0
-56,0
-9,6116
-56,0
-56,0
-56,0
11818,19386
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
21312,37590
17324,57703
-56,0
-56,0
-56,0
-56,0
18385,10539
-56,0
14026,7624
-56,0
-56,0
-56,0
27465,37179
-56,0
-9,53483
-56,0
8370,16202
-56,0
-56,0
-56,0
26095,37902
15408,44968
-56,0
-56,0
-56,0
22665,64254
-56,0
14896,29915
-56,0
-56,0
-56,0
-56,0
24771,7113
45178,55646
-56,0
-56,0
-56,0
46588,44678
-56,0
-56,0
13099,481
-56,0
-56,0
-9,62287
-56,0
-56,0
-56,0
-56,0
10712,34971
34031,50856
-56,0
-56,0
21395,44221
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
33499,7399
-56,0
-56,0
-56,0
-56,0
-56,0
10550,42592
-56,0
-56,0
-9,14583
1434,22252
20215,28862
-56,0
-56,0
-56,0
-56,0
-56,0
1104,39843
34128,41211
43663,41774
-56,0
-56,0
36549,27038
-56,0
-56,0
-56,0
10800,26695
-56,0
-56,0
34127,44891
11944,55707
-56,0
-56,0
-56,0
-56,0
27832,45004
49288,55315
-56,0
11717,37778
17978,54822
-56,0
26008,42967
-9,61937
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
29009,27327
-56,0
43102,64880
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
26068,12852
-9,62755
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
36720,63154
-56,0
-56,0
43605,13607
-56,0
-56,0
-56,0
22852,49534
-56,0
-56,0
-56,0
-56,0
20793,22653
-56,0
-56,0
-56,0
-9,38560
-56,0
-56,0
18716,22006
33638,40497
-56,0
-56,0
-56,0
-56,0
-56,0
2511,59056
-56,0
8910,29736
-56,0
-56,0
-56,0
30633,3225
-56,0
-56,0
-56,0
33155,27804
-56,0
43825,11329
-56,0
-56,0
16678,17341
-56,0
-56,0
-9,30377
-56,0
-56,0
-56,0
12336,16691
-56,0
-56,0
18052,5698
-56,0
10172,55793
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
44437,25774
34224,34438
-56,0
8312,64004
-56,0
14729,34535
-56,0
-56,0
-56,0
-9,36195
-56,0
-56,0
-56,0
-56,0
-56,0
338,52448
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
-56,0
42819,4885
-56,0
-56,0
-56,0
18797,2304
-56,0
27579,25667
-56,0
18911,23165
-56,0
-9,31013
-56,0
39706,49121
-56,0
-56,0
